tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2002-301,Auckland,0,32,A,20020107,25,102259,,,Jerome Golmard,1,188.0,FRA,28.3285420945,49.0,722.0,102035,,,Jonas Bjorkman,R,183.0,SWE,29.7932922656,61.0,605.0,6-3 6-4,3,5,81.0,5.0,3.0,60.0,38.0,31.0,13.0,10.0,4.0,4.0,6.0,3.0,60.0,35.0,25.0,12.0,9.0,3.0,5.0
2002-301,Auckland,0,32,A,20020107,26,103356,,,Michel Kratochvil,0,185.0,SUI,22.7542778919,44.0,836.0,103900,,,David Nalbandian,R,180.0,ARG,20.0164271047,45.0,795.0,2-6 6-1 7-5,3,5,109.0,4.0,1.0,83.0,51.0,37.0,16.0,14.0,3.0,6.0,1.0,4.0,75.0,46.0,30.0,16.0,13.0,5.0,9.0
2002-301,Auckland,0,32,A,20020107,27,102562,5.0,,Jiri Novak,0,190.0,CZE,26.7980835044,28.0,1146.0,102456,,,Felix Mantilla,R,180.0,ESP,27.2908966461,36.0,1010.0,6-1 6-1,3,5,55.0,5.0,0.0,47.0,30.0,20.0,9.0,7.0,4.0,5.0,0.0,6.0,48.0,23.0,11.0,5.0,7.0,5.0,11.0
2002-301,Auckland,0,32,A,20020107,28,102257,6.0,,Greg Rusedski,1,193.0,GBR,28.3367556468,30.0,1075.0,101964,2.0,,Goran Ivanisevic,L,193.0,CRO,30.3189596167,12.0,1781.0,6-2 0-6 6-3,3,5,82.0,10.0,5.0,61.0,27.0,21.0,16.0,11.0,5.0,9.0,5.0,8.0,82.0,36.0,27.0,17.0,12.0,6.0,11.0
2002-301,Auckland,0,32,A,20020107,29,102259,,,Jerome Golmard,1,188.0,FRA,28.3285420945,49.0,722.0,103356,,,Michel Kratochvil,R,185.0,SUI,22.7542778919,44.0,836.0,6-2 6-2,3,6,70.0,2.0,2.0,52.0,41.0,29.0,5.0,8.0,6.0,7.0,1.0,1.0,49.0,32.0,20.0,1.0,8.0,4.0,9.0
2002-301,Auckland,0,32,A,20020107,30,102257,6.0,,Greg Rusedski,1,193.0,GBR,28.3367556468,30.0,1075.0,102562,5.0,,Jiri Novak,R,190.0,CZE,26.7980835044,28.0,1146.0,6-7(6) 6-4 7-6(2),3,6,114.0,7.0,4.0,99.0,58.0,54.0,22.0,17.0,0.0,0.0,6.0,0.0,108.0,71.0,47.0,31.0,17.0,4.0,5.0
2002-301,Auckland,0,32,A,20020107,31,102257,6.0,,Greg Rusedski,1,193.0,GBR,28.3367556468,30.0,1075.0,102259,,,Jerome Golmard,L,188.0,FRA,28.3285420945,49.0,722.0,6-7(0) 6-4 7-5,3,7,127.0,12.0,4.0,102.0,57.0,45.0,26.0,17.0,2.0,3.0,4.0,1.0,105.0,77.0,55.0,15.0,17.0,1.0,4.0
2002-306,St. Poelten,1,32,A,20020520,1,103581,,LL,Flavio Saretta,0,183.0,BRA,21.8918548939,85.0,462.0,102887,,,Ramon Delgado,R,185.0,PAR,25.5112936345,84.0,463.0,6-2 6-2,3,3,,6.0,2.0,65.0,46.0,31.0,11.0,8.0,7.0,7.0,3.0,4.0,64.0,43.0,25.0,7.0,8.0,6.0,10.0
2002-306,St. Poelten,1,32,A,20020520,2,102179,,,Antony Dupuis,0,185.0,FRA,29.2320328542,82.0,471.0,104417,,Q,Robin Soderling,R,193.0,SWE,17.7631759069,299.0,102.0,6-2 6-3,3,3,63.0,8.0,1.0,56.0,40.0,29.0,9.0,8.0,3.0,3.0,3.0,5.0,56.0,33.0,23.0,7.0,9.0,2.0,6.0
2002-306,St. Poelten,1,32,A,20020520,3,103182,,,Markus Hipfl,0,178.0,AUT,24.0657084189,72.0,521.0,104325,,WC,Johannes Ager,R,196.0,AUT,18.1930184805,948.0,7.0,6-2 6-2,3,3,67.0,6.0,1.0,51.0,38.0,28.0,7.0,8.0,5.0,6.0,2.0,5.0,57.0,33.0,18.0,8.0,8.0,6.0,11.0
2002-306,St. Poelten,1,32,A,20020520,4,102905,5.0,,Stefan Koubek,1,175.0,AUT,25.3771389459,39.0,850.0,103184,,Q,Bob Bryan,L,193.0,USA,24.0574948665,195.0,195.0,6-3 7-5,3,3,89.0,5.0,5.0,79.0,39.0,26.0,20.0,11.0,7.0,10.0,1.0,3.0,66.0,42.0,23.0,12.0,10.0,6.0,11.0
2002-306,St. Poelten,1,32,A,20020520,5,102950,,,Fernando Vicente,0,180.0,ESP,25.1991786448,71.0,535.0,102287,3.0,,Albert Portas,R,188.0,ESP,28.5092402464,76.0,500.0,6-2 3-0 RET,3,3,55.0,2.0,1.0,38.0,19.0,14.0,12.0,5.0,2.0,2.0,0.0,3.0,44.0,32.0,15.0,5.0,6.0,4.0,8.0
2002-306,St. Poelten,1,32,A,20020520,6,102369,,,Julien Boutter,0,190.0,FRA,28.1232032854,46.0,790.0,103151,,,Mariano Zabaleta,R,183.0,ARG,24.2217659138,52.0,730.0,7-5 6-4,3,3,81.0,9.0,1.0,60.0,32.0,28.0,14.0,11.0,1.0,2.0,2.0,3.0,65.0,38.0,25.0,15.0,11.0,4.0,7.0
2002-306,St. Poelten,1,32,A,20020520,7,102722,,,Attila Savolt,0,183.0,HUN,26.2861054073,68.0,569.0,103387,,,Paradorn Srichaphan,R,185.0,THA,22.932238193,67.0,578.0,6-2 6-3,3,3,72.0,5.0,2.0,55.0,30.0,23.0,12.0,8.0,3.0,4.0,0.0,4.0,44.0,22.0,14.0,7.0,9.0,1.0,6.0
2002-306,St. Poelten,1,32,A,20020520,8,103656,6.0,,Albert Montanes,0,175.0,ESP,21.4784394251,58.0,691.0,102382,,WC,Julian Knowle,L,188.0,AUT,28.0574948665,94.0,391.0,7-6(7) 7-6(5),3,3,117.0,8.0,2.0,76.0,53.0,40.0,14.0,12.0,2.0,3.0,3.0,5.0,91.0,54.0,42.0,18.0,12.0,5.0,6.0
2002-306,St. Poelten,1,32,A,20020520,9,103103,8.0,,Dominik Hrbaty,0,183.0,SVK,24.372347707,56.0,703.0,103786,,,Nikolay Davydenko,R,178.0,RUS,20.9637234771,79.0,482.0,2-6 6-4 6-4,3,3,113.0,3.0,5.0,82.0,47.0,32.0,18.0,14.0,4.0,8.0,5.0,6.0,89.0,40.0,25.0,27.0,14.0,4.0,8.0
2002-306,St. Poelten,1,32,A,20020520,10,103176,,,David Sanchez,0,183.0,ESP,24.0821355236,65.0,593.0,102434,,Q,Vincent Spadea,R,183.0,USA,27.8357289528,88.0,448.0,6-4 6-0,3,3,61.0,2.0,0.0,47.0,30.0,22.0,12.0,8.0,0.0,0.0,2.0,3.0,52.0,34.0,18.0,9.0,8.0,6.0,10.0
2002-306,St. Poelten,1,32,A,20020520,11,103694,,,Olivier Rochus,0,168.0,BEL,21.3333333333,66.0,583.0,103188,,Q,Michael Russell,R,173.0,USA,24.052019165,105.0,359.0,6-4 6-2,3,3,59.0,1.0,1.0,52.0,29.0,17.0,13.0,9.0,1.0,4.0,0.0,0.0,53.0,40.0,19.0,6.0,9.0,2.0,8.0
2002-306,St. Poelten,1,32,A,20020520,12,102998,4.0,,Jan Michael Gambill,0,190.0,USA,24.9609856263,53.0,730.0,102788,,,Jan Vacek,R,198.0,CZE,26.0260095825,81.0,472.0,6-3 3-6 6-3,3,3,97.0,8.0,1.0,82.0,46.0,37.0,18.0,14.0,3.0,5.0,8.0,4.0,77.0,42.0,32.0,17.0,13.0,6.0,9.0
2002-306,St. Poelten,1,32,A,20020520,13,102247,7.0,,Andrea Gaudenzi,0,183.0,ITA,28.8049281314,54.0,724.0,103294,,,Christophe Rochus,R,170.0,BEL,23.4277891855,77.0,498.0,7-6(3) 6-1,3,3,89.0,5.0,5.0,62.0,31.0,23.0,14.0,10.0,1.0,4.0,0.0,7.0,62.0,23.0,15.0,13.0,9.0,5.0,10.0
2002-306,St. Poelten,1,32,A,20020520,14,103781,,WC,Jurgen Melzer,1,183.0,AUT,20.9938398357,138.0,287.0,102227,,,Sargis Sargsian,R,180.0,ARM,28.9609856263,69.0,561.0,6-0 6-2,3,3,61.0,1.0,2.0,36.0,14.0,11.0,17.0,7.0,0.0,0.0,1.0,5.0,66.0,36.0,15.0,15.0,7.0,4.0,9.0
2002-306,St. Poelten,1,32,A,20020520,15,103789,,,Irakli Labadze,1,188.0,GEO,20.9445585216,89.0,445.0,103709,,,Kristian Pless,R,188.0,DEN,21.273100616,70.0,550.0,6-4 6-4,3,3,64.0,3.0,3.0,60.0,42.0,33.0,7.0,10.0,2.0,3.0,3.0,0.0,52.0,40.0,26.0,5.0,10.0,1.0,4.0
2002-306,St. Poelten,1,32,A,20020520,16,102839,2.0,,Nicolas Lapentti,0,188.0,ECU,25.7659137577,31.0,1090.0,102344,,,Karol Kucera,R,188.0,SVK,28.2108145106,73.0,517.0,6-3 2-6 6-0,3,3,125.0,2.0,0.0,70.0,42.0,29.0,15.0,12.0,1.0,4.0,0.0,7.0,84.0,41.0,25.0,18.0,11.0,8.0,13.0
2002-306,St. Poelten,1,32,A,20020520,17,103581,,LL,Flavio Saretta,0,183.0,BRA,21.8918548939,85.0,462.0,102179,,,Antony Dupuis,R,185.0,FRA,29.2320328542,82.0,471.0,6-4 6-1,3,4,72.0,3.0,4.0,50.0,22.0,19.0,15.0,9.0,0.0,1.0,2.0,2.0,49.0,31.0,18.0,6.0,8.0,1.0,5.0
2002-306,St. Poelten,1,32,A,20020520,18,103182,,,Markus Hipfl,0,178.0,AUT,24.0657084189,72.0,521.0,102905,5.0,,Stefan Koubek,L,175.0,AUT,25.3771389459,39.0,850.0,6-4 6-2,3,4,63.0,3.0,2.0,49.0,28.0,20.0,13.0,9.0,0.0,1.0,2.0,2.0,46.0,23.0,14.0,11.0,9.0,2.0,6.0
2002-306,St. Poelten,1,32,A,20020520,19,102950,,,Fernando Vicente,0,180.0,ESP,25.1991786448,71.0,535.0,102369,,,Julien Boutter,R,190.0,FRA,28.1232032854,46.0,790.0,4-6 6-2 6-4,3,4,104.0,2.0,1.0,85.0,42.0,32.0,24.0,14.0,4.0,6.0,11.0,9.0,88.0,42.0,30.0,21.0,14.0,6.0,10.0
2002-306,St. Poelten,1,32,A,20020520,20,103656,6.0,,Albert Montanes,0,175.0,ESP,21.4784394251,58.0,691.0,102722,,,Attila Savolt,R,183.0,HUN,26.2861054073,68.0,569.0,7-6(4) 4-1 RET,3,4,87.0,4.0,2.0,64.0,36.0,28.0,15.0,8.0,11.0,11.0,4.0,1.0,60.0,36.0,22.0,15.0,9.0,2.0,4.0
2002-306,St. Poelten,1,32,A,20020520,21,103176,,,David Sanchez,0,183.0,ESP,24.0821355236,65.0,593.0,103103,8.0,,Dominik Hrbaty,R,183.0,SVK,24.372347707,56.0,703.0,7-5 6-4,3,4,93.0,5.0,3.0,77.0,40.0,28.0,22.0,11.0,7.0,8.0,4.0,6.0,67.0,42.0,33.0,9.0,11.0,2.0,5.0
2002-306,St. Poelten,1,32,A,20020520,22,103694,,,Olivier Rochus,0,168.0,BEL,21.3333333333,66.0,583.0,102998,4.0,,Jan Michael Gambill,R,190.0,USA,24.9609856263,53.0,730.0,7-5 2-6 6-4,3,4,125.0,1.0,2.0,84.0,50.0,36.0,17.0,15.0,1.0,4.0,27.0,2.0,106.0,60.0,47.0,18.0,15.0,5.0,8.0
2002-306,St. Poelten,1,32,A,20020520,23,103781,,WC,Jurgen Melzer,1,183.0,AUT,20.9938398357,138.0,287.0,102247,7.0,,Andrea Gaudenzi,R,183.0,ITA,28.8049281314,54.0,724.0,6-3 7-5,3,4,81.0,8.0,3.0,58.0,31.0,25.0,16.0,11.0,1.0,2.0,0.0,4.0,63.0,35.0,23.0,13.0,10.0,2.0,5.0
2002-306,St. Poelten,1,32,A,20020520,24,102839,2.0,,Nicolas Lapentti,0,188.0,ECU,25.7659137577,31.0,1090.0,103789,,,Irakli Labadze,L,188.0,GEO,20.9445585216,89.0,445.0,5-7 7-6(1) 7-6(6),3,4,174.0,9.0,1.0,120.0,82.0,60.0,18.0,18.0,5.0,9.0,4.0,8.0,131.0,86.0,58.0,23.0,18.0,8.0,11.0
2002-306,St. Poelten,1,32,A,20020520,25,103581,,LL,Flavio Saretta,0,183.0,BRA,21.8918548939,85.0,462.0,103182,,,Markus Hipfl,R,178.0,AUT,24.0657084189,72.0,521.0,6-3 1-6 6-4,3,5,129.0,4.0,1.0,76.0,43.0,26.0,16.0,13.0,6.0,11.0,1.0,3.0,78.0,55.0,33.0,11.0,13.0,6.0,11.0
2002-306,St. Poelten,1,32,A,20020520,26,102950,,,Fernando Vicente,0,180.0,ESP,25.1991786448,71.0,535.0,103656,6.0,,Albert Montanes,R,175.0,ESP,21.4784394251,58.0,691.0,7-6(2) 6-1,3,5,88.0,4.0,1.0,69.0,48.0,35.0,9.0,10.0,3.0,5.0,0.0,2.0,77.0,52.0,29.0,10.0,9.0,4.0,8.0
2002-306,St. Poelten,1,32,A,20020520,27,103694,,,Olivier Rochus,0,168.0,BEL,21.3333333333,66.0,583.0,103176,,,David Sanchez,R,183.0,ESP,24.0821355236,65.0,593.0,7-5 4-0 RET,3,5,66.0,1.0,1.0,54.0,30.0,22.0,8.0,8.0,2.0,5.0,1.0,2.0,41.0,21.0,9.0,5.0,8.0,0.0,6.0
2002-306,St. Poelten,1,32,A,20020520,28,102839,2.0,,Nicolas Lapentti,0,188.0,ECU,25.7659137577,31.0,1090.0,103781,,WC,Jurgen Melzer,L,183.0,AUT,20.9938398357,138.0,287.0,6-2 4-6 6-3,3,5,123.0,3.0,1.0,71.0,38.0,33.0,21.0,14.0,1.0,3.0,6.0,1.0,87.0,48.0,32.0,18.0,13.0,6.0,10.0
2002-306,St. Poelten,1,32,A,20020520,29,102950,,,Fernando Vicente,0,180.0,ESP,25.1991786448,71.0,535.0,103581,,LL,Flavio Saretta,R,183.0,BRA,21.8918548939,85.0,462.0,6-4 6-2,3,6,83.0,3.0,2.0,62.0,32.0,24.0,15.0,9.0,5.0,7.0,3.0,1.0,72.0,41.0,20.0,15.0,9.0,4.0,9.0
2002-306,St. Poelten,1,32,A,20020520,30,102839,2.0,,Nicolas Lapentti,0,188.0,ECU,25.7659137577,31.0,1090.0,103694,,,Olivier Rochus,R,168.0,BEL,21.3333333333,66.0,583.0,2-6 6-2 6-4,3,6,124.0,10.0,2.0,81.0,54.0,38.0,10.0,13.0,6.0,10.0,4.0,3.0,93.0,59.0,36.0,16.0,13.0,7.0,12.0
2002-306,St. Poelten,1,32,A,20020520,31,102839,2.0,,Nicolas Lapentti,0,188.0,ECU,25.7659137577,31.0,1090.0,102950,,,Fernando Vicente,R,180.0,ESP,25.1991786448,71.0,535.0,7-5 6-4,3,7,104.0,1.0,1.0,62.0,43.0,30.0,9.0,11.0,3.0,6.0,1.0,1.0,73.0,37.0,23.0,14.0,11.0,4.0,9.0
2002-375,Lyon,2,32,A,20021007,1,103498,1.0,,Marat Safin,0,193.0,RUS,22.6940451745,4.0,2665.0,104755,,WC,Richard Gasquet,R,185.0,FRA,16.3039014374,168.0,220.0,6-4 7-6(5),3,3,79.0,18.0,1.0,70.0,40.0,33.0,17.0,11.0,1.0,2.0,7.0,5.0,73.0,43.0,33.0,13.0,11.0,5.0,7.0
2002-375,Lyon,2,32,A,20021007,2,101885,,,Wayne Arthurs,1,190.0,AUS,31.5564681725,50.0,720.0,102950,,,Fernando Vicente,R,180.0,ESP,25.582477755,58.0,666.0,7-6(3) 6-7(5) 6-4,3,3,105.0,18.0,5.0,92.0,50.0,43.0,30.0,17.0,1.0,2.0,10.0,3.0,112.0,62.0,46.0,32.0,17.0,4.0,6.0
2002-375,Lyon,2,32,A,20021007,3,101820,,Q,Marc Rosset,0,201.0,SUI,31.9151266256,119.0,349.0,102437,,,Adrian Voinea,R,185.0,ROU,28.1697467488,68.0,586.0,6-4 6-4,3,3,76.0,18.0,4.0,55.0,35.0,32.0,11.0,10.0,2.0,2.0,2.0,3.0,79.0,40.0,27.0,21.0,10.0,4.0,6.0
2002-375,Lyon,2,32,A,20021007,4,102856,,,Gustavo Kuerten,0,190.0,BRA,26.0725530459,40.0,855.0,101962,5.0,,Younes El Aynaoui,R,193.0,MAR,31.0691307324,18.0,1580.0,6-7(3) 6-2 6-4,3,3,103.0,9.0,2.0,94.0,53.0,43.0,26.0,15.0,2.0,2.0,21.0,1.0,80.0,55.0,46.0,13.0,15.0,2.0,5.0
2002-375,Lyon,2,32,A,20021007,5,103206,3.0,,Sebastien Grosjean,0,175.0,FRA,24.3586584531,8.0,2055.0,101611,,WC,Cedric Pioline,R,188.0,FRA,33.311430527,124.0,340.0,6-1 5-7 6-1,3,3,96.0,7.0,4.0,69.0,32.0,26.0,21.0,13.0,1.0,3.0,4.0,4.0,83.0,48.0,29.0,12.0,13.0,6.0,12.0
2002-375,Lyon,2,32,A,20021007,6,102987,,,Andre Sa,0,185.0,BRA,25.4209445585,66.0,621.0,102202,,,Kenneth Carlsen,L,190.0,DEN,29.4729637235,67.0,587.0,6-3 6-7(4) 6-1,3,3,143.0,1.0,1.0,76.0,48.0,40.0,20.0,15.0,2.0,3.0,6.0,3.0,114.0,58.0,43.0,20.0,13.0,12.0,16.0
2002-375,Lyon,2,32,A,20021007,7,103096,,,Arnaud Clement,0,173.0,FRA,24.8049281314,42.0,780.0,103898,,Q,Julien Benneteau,R,185.0,FRA,20.7967145791,231.0,139.0,6-4 6-2,3,3,91.0,1.0,2.0,63.0,44.0,35.0,8.0,9.0,4.0,4.0,4.0,6.0,78.0,41.0,26.0,16.0,9.0,13.0,16.0
2002-375,Lyon,2,32,A,20021007,8,103602,6.0,,Fernando Gonzalez,0,183.0,CHI,22.1902806297,20.0,1500.0,104076,,,Jose Acasuso,R,190.0,ARG,19.9644079398,38.0,870.0,6-4 7-5,3,3,66.0,14.0,6.0,71.0,38.0,32.0,16.0,11.0,8.0,10.0,6.0,6.0,58.0,27.0,19.0,16.0,11.0,1.0,5.0
2002-375,Lyon,2,32,A,20021007,9,103018,7.0,,Max Mirnyi,0,196.0,BLR,25.2539356605,26.0,1210.0,103694,,,Olivier Rochus,R,168.0,BEL,21.7166324435,63.0,643.0,6-3 7-5,3,3,66.0,13.0,1.0,54.0,40.0,35.0,9.0,11.0,0.0,0.0,1.0,2.0,65.0,33.0,24.0,18.0,10.0,7.0,9.0
2002-375,Lyon,2,32,A,20021007,10,102035,,,Jonas Bjorkman,0,183.0,SWE,30.5407255305,46.0,745.0,102998,,,Jan Michael Gambill,R,190.0,USA,25.3442847365,43.0,775.0,6-2 7-6(7),3,3,90.0,9.0,3.0,67.0,43.0,35.0,12.0,10.0,0.0,0.0,7.0,4.0,72.0,33.0,25.0,19.0,10.0,1.0,3.0
2002-375,Lyon,2,32,A,20021007,11,103908,,,Paul Henri Mathieu,0,185.0,FRA,20.733744011,47.0,732.0,102369,,,Julien Boutter,R,190.0,FRA,28.5065023956,51.0,715.0,6-2 7-5,3,3,68.0,9.0,0.0,45.0,23.0,21.0,19.0,10.0,0.0,0.0,9.0,7.0,65.0,41.0,31.0,7.0,10.0,4.0,7.0
2002-375,Lyon,2,32,A,20021007,12,102563,4.0,,Thomas Johansson,0,180.0,SWE,27.5400410678,17.0,1740.0,102148,,,Fabrice Santoro,R,178.0,FRA,29.826146475,49.0,725.0,5-7 7-6(6) 6-2,3,3,140.0,11.0,4.0,94.0,44.0,37.0,24.0,16.0,4.0,8.0,9.0,0.0,101.0,61.0,37.0,24.0,16.0,2.0,7.0
2002-375,Lyon,2,32,A,20021007,13,103344,8.0,,Ivan Ljubicic,0,193.0,CRO,23.5537303217,37.0,885.0,102571,,Q,Gregory Carraz,R,190.0,FRA,27.4962354552,140.0,282.0,6-4 5-7 7-5,3,3,121.0,20.0,3.0,96.0,59.0,50.0,18.0,17.0,2.0,3.0,11.0,12.0,93.0,48.0,42.0,23.0,17.0,2.0,4.0
2002-375,Lyon,2,32,A,20021007,14,103709,,Q,Kristian Pless,0,188.0,DEN,21.6563997262,92.0,431.0,103176,,,David Sanchez,R,183.0,ESP,24.4654346338,64.0,642.0,6-4 6-4,3,3,62.0,4.0,3.0,54.0,43.0,33.0,7.0,10.0,2.0,3.0,1.0,3.0,57.0,28.0,23.0,13.0,10.0,2.0,5.0
2002-375,Lyon,2,32,A,20021007,15,102765,,,Nicolas Escude,0,185.0,FRA,26.5106091718,41.0,790.0,102106,,,Davide Sanguinetti,R,188.0,ITA,30.1163586585,44.0,775.0,7-6(4) 6-1,3,3,69.0,10.0,3.0,49.0,25.0,24.0,16.0,9.0,0.0,0.0,2.0,4.0,70.0,37.0,22.0,17.0,10.0,3.0,6.0
2002-375,Lyon,2,32,A,20021007,16,102338,2.0,,Yevgeny Kafelnikov,0,190.0,RUS,28.6324435318,10.0,2025.0,101897,,,Fernando Meligeni,L,180.0,BRA,31.4880219028,72.0,556.0,6-3 6-4,3,3,64.0,4.0,1.0,56.0,34.0,30.0,13.0,10.0,1.0,1.0,10.0,4.0,61.0,33.0,23.0,15.0,9.0,10.0,12.0
2002-375,Lyon,2,32,A,20021007,17,103498,1.0,,Marat Safin,0,193.0,RUS,22.6940451745,4.0,2665.0,101885,,,Wayne Arthurs,L,190.0,AUS,31.5564681725,50.0,720.0,6-3 4-6 7-6(10),3,4,105.0,20.0,1.0,97.0,61.0,48.0,22.0,16.0,1.0,3.0,16.0,3.0,93.0,58.0,46.0,21.0,15.0,5.0,7.0
2002-375,Lyon,2,32,A,20021007,18,102856,,,Gustavo Kuerten,0,190.0,BRA,26.0725530459,40.0,855.0,101820,,Q,Marc Rosset,R,201.0,SUI,31.9151266256,119.0,349.0,7-6(5) 7-6(5),3,4,89.0,14.0,0.0,76.0,45.0,38.0,21.0,12.0,1.0,1.0,22.0,3.0,75.0,48.0,40.0,15.0,12.0,0.0,0.0
2002-375,Lyon,2,32,A,20021007,19,103206,3.0,,Sebastien Grosjean,0,175.0,FRA,24.3586584531,8.0,2055.0,102987,,,Andre Sa,R,185.0,BRA,25.4209445585,66.0,621.0,6-0 6-1,3,4,44.0,4.0,0.0,32.0,18.0,18.0,10.0,7.0,0.0,0.0,0.0,4.0,36.0,23.0,11.0,2.0,6.0,5.0,10.0
2002-375,Lyon,2,32,A,20021007,20,103096,,,Arnaud Clement,0,173.0,FRA,24.8049281314,42.0,780.0,103602,6.0,,Fernando Gonzalez,R,183.0,CHI,22.1902806297,20.0,1500.0,6-4 6-3,3,4,80.0,9.0,1.0,63.0,42.0,34.0,9.0,10.0,3.0,4.0,10.0,11.0,65.0,37.0,26.0,11.0,9.0,7.0,10.0
2002-375,Lyon,2,32,A,20021007,21,102035,,,Jonas Bjorkman,0,183.0,SWE,30.5407255305,46.0,745.0,103018,7.0,,Max Mirnyi,R,196.0,BLR,25.2539356605,26.0,1210.0,6-3 6-4,3,4,58.0,6.0,3.0,53.0,35.0,30.0,11.0,10.0,0.0,0.0,7.0,3.0,42.0,29.0,25.0,6.0,9.0,0.0,2.0
2002-375,Lyon,2,32,A,20021007,22,103908,,,Paul Henri Mathieu,0,185.0,FRA,20.733744011,47.0,732.0,102563,4.0,,Thomas Johansson,R,180.0,SWE,27.5400410678,17.0,1740.0,7-5 6-7(5) RET,3,4,104.0,19.0,0.0,77.0,43.0,36.0,19.0,12.0,1.0,2.0,15.0,3.0,82.0,41.0,34.0,18.0,12.0,1.0,3.0
2002-375,Lyon,2,32,A,20021007,23,103709,,Q,Kristian Pless,0,188.0,DEN,21.6563997262,92.0,431.0,103344,8.0,,Ivan Ljubicic,R,193.0,CRO,23.5537303217,37.0,885.0,4-6 6-4 6-4,3,4,94.0,6.0,3.0,76.0,48.0,39.0,19.0,15.0,1.0,2.0,27.0,3.0,92.0,63.0,53.0,11.0,15.0,5.0,7.0
2002-375,Lyon,2,32,A,20021007,24,102765,,,Nicolas Escude,0,185.0,FRA,26.5106091718,41.0,790.0,102338,2.0,,Yevgeny Kafelnikov,R,190.0,RUS,28.6324435318,10.0,2025.0,7-6(5) 6-4,3,4,95.0,11.0,5.0,63.0,31.0,26.0,15.0,11.0,1.0,4.0,4.0,10.0,90.0,40.0,28.0,21.0,11.0,2.0,6.0
2002-375,Lyon,2,32,A,20021007,25,102856,,,Gustavo Kuerten,0,190.0,BRA,26.0725530459,40.0,855.0,103498,1.0,,Marat Safin,R,193.0,RUS,22.6940451745,4.0,2665.0,7-5 4-6 7-6(3),3,5,119.0,14.0,2.0,101.0,58.0,46.0,27.0,17.0,1.0,2.0,18.0,2.0,91.0,57.0,49.0,22.0,17.0,1.0,2.0
2002-375,Lyon,2,32,A,20021007,26,103096,,,Arnaud Clement,0,173.0,FRA,24.8049281314,42.0,780.0,103206,3.0,,Sebastien Grosjean,R,175.0,FRA,24.3586584531,8.0,2055.0,6-3 7-6(3),3,5,111.0,3.0,2.0,85.0,58.0,40.0,12.0,11.0,6.0,9.0,8.0,5.0,83.0,47.0,28.0,16.0,10.0,10.0,14.0
2002-375,Lyon,2,32,A,20021007,27,103908,,,Paul Henri Mathieu,0,185.0,FRA,20.733744011,47.0,732.0,102035,,,Jonas Bjorkman,R,183.0,SWE,30.5407255305,46.0,745.0,7-5 6-4,3,5,78.0,9.0,3.0,67.0,40.0,35.0,13.0,11.0,1.0,1.0,5.0,0.0,52.0,27.0,21.0,18.0,11.0,0.0,2.0
2002-375,Lyon,2,32,A,20021007,28,103709,,Q,Kristian Pless,0,188.0,DEN,21.6563997262,92.0,431.0,102765,,,Nicolas Escude,R,185.0,FRA,26.5106091718,41.0,790.0,6-3 6-1,3,5,48.0,8.0,2.0,49.0,33.0,24.0,12.0,8.0,2.0,2.0,10.0,3.0,44.0,29.0,18.0,6.0,8.0,1.0,5.0
2002-375,Lyon,2,32,A,20021007,29,102856,,,Gustavo Kuerten,0,190.0,BRA,26.0725530459,40.0,855.0,103096,,,Arnaud Clement,R,173.0,FRA,24.8049281314,42.0,780.0,6-4 6-7(1) 6-3,3,6,141.0,16.0,1.0,95.0,52.0,43.0,21.0,16.0,0.0,1.0,5.0,1.0,100.0,55.0,42.0,21.0,15.0,2.0,5.0
2002-375,Lyon,2,32,A,20021007,30,103908,,,Paul Henri Mathieu,0,185.0,FRA,20.733744011,47.0,732.0,103709,,Q,Kristian Pless,R,188.0,DEN,21.6563997262,92.0,431.0,6-7(5) 7-6(5) 6-4,3,6,162.0,17.0,2.0,134.0,68.0,54.0,37.0,17.0,8.0,9.0,14.0,4.0,123.0,66.0,51.0,29.0,17.0,6.0,8.0
2002-375,Lyon,2,32,A,20021007,31,103908,,,Paul Henri Mathieu,0,185.0,FRA,20.733744011,47.0,732.0,102856,,,Gustavo Kuerten,R,190.0,BRA,26.0725530459,40.0,855.0,4-6 6-3 6-1,3,7,91.0,7.0,2.0,72.0,37.0,31.0,21.0,13.0,0.0,1.0,9.0,0.0,66.0,38.0,33.0,10.0,13.0,0.0,4.0
2002-481,Copenhagen,0,32,A,20020211,1,102562,1.0,,Jiri Novak,0,190.0,CZE,26.893908282,16.0,1646.0,102999,,Q,Stefano Galvani,R,178.0,ITA,24.6926762491,120.0,336.0,6-2 7-5,3,3,80.0,5.0,2.0,76.0,51.0,37.0,10.0,10.0,7.0,9.0,1.0,4.0,60.0,30.0,18.0,10.0,10.0,2.0,7.0
