tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2002-560,US Open,0,128,G,20020826,99,101962,20.0,,Younes El Aynaoui,0,193.0,MAR,30.9541409993,20.0,1390.0,102950,,,Fernando Vicente,R,180.0,ESP,25.4674880219,51.0,735.0,6-2 2-6 6-1 6-2,5,3,113.0,2.0,5.0,100.0,55.0,41.0,25.0,16.0,11.0,13.0,4.0,4.0,97.0,49.0,30.0,24.0,15.0,6.0,12.0
2002-560,US Open,0,128,G,20020826,100,101965,,,Wayne Ferreira,0,185.0,RSA,30.945927447,39.0,880.0,103990,31.0,,Tommy Robredo,R,180.0,ESP,20.3203285421,32.0,1050.0,6-1 6-2 7-5,5,3,90.0,7.0,2.0,74.0,40.0,29.0,20.0,14.0,8.0,11.0,2.0,3.0,79.0,55.0,26.0,10.0,13.0,4.0,12.0
2002-560,US Open,0,128,G,20020826,101,103018,32.0,,Max Mirnyi,0,196.0,BLR,25.1389459274,34.0,1035.0,103103,,,Dominik Hrbaty,R,183.0,SVK,24.6406570842,52.0,732.0,7-6(5) 2-6 6-4 6-4,5,3,154.0,17.0,5.0,122.0,74.0,53.0,25.0,20.0,3.0,8.0,5.0,11.0,148.0,84.0,55.0,32.0,20.0,11.0,16.0
2002-560,US Open,0,128,G,20020826,102,103819,13.0,,Roger Federer,0,185.0,SUI,21.0485968515,13.0,1925.0,103598,19.0,,Xavier Malisse,R,185.0,BEL,22.1026694045,19.0,1410.0,4-6 6-3 6-4 6-4,5,3,133.0,8.0,4.0,112.0,62.0,48.0,29.0,20.0,3.0,6.0,4.0,6.0,119.0,65.0,44.0,30.0,19.0,8.0,13.0
2002-560,US Open,0,128,G,20020826,103,102998,,,Jan Michael Gambill,0,190.0,USA,25.2292950034,57.0,660.0,103292,21.0,,Gaston Gaudio,R,175.0,ARG,23.7125256674,21.0,1388.0,6-0 6-2 6-0,5,3,84.0,7.0,3.0,55.0,22.0,19.0,23.0,10.0,3.0,3.0,0.0,0.0,73.0,51.0,23.0,7.0,10.0,4.0,12.0
2002-560,US Open,0,128,G,20020826,104,101736,6.0,,Andre Agassi,0,180.0,USA,32.3258042437,6.0,2425.0,102887,,,Ramon Delgado,R,185.0,PAR,25.7796030116,136.0,301.0,6-2 6-1 6-2,5,3,89.0,9.0,1.0,82.0,60.0,42.0,10.0,11.0,6.0,7.0,2.0,6.0,75.0,46.0,26.0,7.0,12.0,6.0,14.0
2002-560,US Open,0,128,G,20020826,105,103428,26.0,,Juan Ignacio Chela,0,190.0,ARG,22.9897330595,24.0,1305.0,102450,5.0,,Tim Henman,R,185.0,GBR,27.9698836413,5.0,2455.0,6-3 6-3 6-2,5,3,108.0,4.0,6.0,96.0,56.0,39.0,24.0,13.0,5.0,5.0,3.0,5.0,86.0,50.0,30.0,16.0,13.0,4.0,9.0
2002-560,US Open,0,128,G,20020826,106,104053,11.0,,Andy Roddick,0,188.0,USA,19.9890485969,11.0,1995.0,102374,18.0,,Alex Corretja,R,180.0,ESP,28.3750855578,18.0,1490.0,6-4 6-1 7-6(6),5,3,126.0,13.0,3.0,80.0,53.0,41.0,19.0,14.0,3.0,4.0,5.0,4.0,101.0,60.0,42.0,16.0,15.0,4.0,9.0
2002-560,US Open,0,128,G,20020826,107,101948,17.0,,Pete Sampras,0,185.0,USA,31.0390143737,17.0,1560.0,102257,33.0,,Greg Rusedski,L,193.0,GBR,28.9691991786,35.0,1020.0,7-6(4) 4-6 7-6(3) 3-6 6-4,5,3,202.0,18.0,5.0,153.0,90.0,71.0,38.0,26.0,5.0,9.0,19.0,10.0,174.0,90.0,74.0,43.0,27.0,6.0,9.0
2002-560,US Open,0,128,G,20020826,108,103163,3.0,,Tommy Haas,0,188.0,GER,24.3969883641,3.0,2945.0,102358,29.0,,Thomas Enqvist,R,190.0,SWE,28.4544832307,29.0,1080.0,6-4 3-6 3-6 6-4 6-4,5,3,196.0,16.0,12.0,141.0,73.0,56.0,31.0,24.0,14.0,20.0,18.0,4.0,141.0,63.0,49.0,41.0,24.0,9.0,15.0
2002-560,US Open,0,128,G,20020826,109,103602,28.0,,Fernando Gonzalez,0,183.0,CHI,22.0752908966,28.0,1095.0,103507,7.0,,Juan Carlos Ferrero,R,183.0,ESP,22.5352498289,7.0,2300.0,6-4 6-4 6-4,5,3,182.0,13.0,8.0,89.0,44.0,36.0,25.0,15.0,3.0,4.0,10.0,3.0,96.0,61.0,39.0,21.0,15.0,2.0,6.0
2002-560,US Open,0,128,G,20020826,110,103096,,,Arnaud Clement,0,173.0,FRA,24.6899383984,43.0,780.0,103909,,,Guillermo Coria,R,175.0,ARG,20.6160164271,80.0,493.0,2-6 6-2 7-5 7-6(5),5,3,189.0,7.0,4.0,139.0,93.0,67.0,20.0,20.0,7.0,10.0,4.0,2.0,136.0,75.0,49.0,34.0,20.0,9.0,13.0
2002-560,US Open,0,128,G,20020826,111,102854,24.0,,Sjeng Schalken,0,193.0,NED,25.9630390144,25.0,1300.0,102227,,,Sargis Sargsian,R,180.0,ARM,29.2292950034,92.0,414.0,7-5 6-3 3-6 6-1,5,3,158.0,2.0,2.0,120.0,90.0,64.0,17.0,19.0,4.0,5.0,7.0,4.0,113.0,52.0,38.0,32.0,18.0,6.0,10.0
2002-560,US Open,0,128,G,20020826,112,102856,,,Gustavo Kuerten,0,190.0,BRA,25.9575633128,46.0,760.0,103454,,,Nicolas Massu,R,183.0,CHI,22.8774811773,65.0,610.0,6-1 5-4 RET,5,3,108.0,9.0,1.0,37.0,18.0,17.0,15.0,8.0,0.0,0.0,1.0,3.0,61.0,29.0,18.0,14.0,8.0,5.0,8.0
2002-560,US Open,0,128,G,20020826,113,103720,1.0,,Lleyton Hewitt,0,180.0,AUS,21.5003422313,1.0,5205.0,102562,14.0,,Jiri Novak,R,190.0,CZE,27.4305270363,14.0,1890.0,6-4 6-2 7-5,5,4,104.0,19.0,5.0,90.0,52.0,44.0,21.0,15.0,4.0,5.0,3.0,4.0,92.0,62.0,41.0,12.0,15.0,4.0,9.0
2002-560,US Open,0,128,G,20020826,114,101962,20.0,,Younes El Aynaoui,0,193.0,MAR,30.9541409993,20.0,1390.0,101965,,,Wayne Ferreira,R,185.0,RSA,30.945927447,39.0,880.0,3-6 7-5 7-5 7-6(3),5,4,181.0,8.0,5.0,140.0,80.0,57.0,34.0,22.0,14.0,17.0,14.0,9.0,146.0,79.0,52.0,38.0,23.0,6.0,10.0
2002-560,US Open,0,128,G,20020826,115,103018,32.0,,Max Mirnyi,0,196.0,BLR,25.1389459274,34.0,1035.0,103819,13.0,,Roger Federer,R,185.0,SUI,21.0485968515,13.0,1925.0,6-3 7-6(5) 6-4,5,4,112.0,11.0,5.0,101.0,67.0,56.0,20.0,16.0,5.0,5.0,4.0,4.0,93.0,48.0,35.0,28.0,15.0,5.0,7.0
2002-560,US Open,0,128,G,20020826,116,101736,6.0,,Andre Agassi,0,180.0,USA,32.3258042437,6.0,2425.0,102998,,,Jan Michael Gambill,R,190.0,USA,25.2292950034,57.0,660.0,6-2 6-3 6-3,5,4,100.0,8.0,2.0,78.0,53.0,41.0,14.0,13.0,3.0,4.0,10.0,5.0,83.0,44.0,26.0,16.0,13.0,5.0,11.0
2002-560,US Open,0,128,G,20020826,117,104053,11.0,,Andy Roddick,0,188.0,USA,19.9890485969,11.0,1995.0,103428,26.0,,Juan Ignacio Chela,R,190.0,ARG,22.9897330595,24.0,1305.0,5-7 6-4 6-4 6-4,5,4,164.0,10.0,2.0,133.0,81.0,59.0,29.0,21.0,8.0,11.0,14.0,3.0,120.0,66.0,50.0,28.0,21.0,6.0,11.0
2002-560,US Open,0,128,G,20020826,118,101948,17.0,,Pete Sampras,0,185.0,USA,31.0390143737,17.0,1560.0,103163,3.0,,Tommy Haas,R,188.0,GER,24.3969883641,3.0,2945.0,7-5 6-4 6-7(5) 7-5,5,4,182.0,27.0,11.0,133.0,78.0,68.0,34.0,23.0,1.0,1.0,16.0,5.0,142.0,80.0,60.0,36.0,23.0,8.0,11.0
2002-560,US Open,0,128,G,20020826,119,103602,28.0,,Fernando Gonzalez,0,183.0,CHI,22.0752908966,28.0,1095.0,103096,,,Arnaud Clement,R,173.0,FRA,24.6899383984,43.0,780.0,6-4 6-2 6-3,5,4,106.0,15.0,9.0,90.0,51.0,41.0,17.0,13.0,4.0,5.0,5.0,8.0,87.0,57.0,34.0,13.0,14.0,9.0,15.0
2002-560,US Open,0,128,G,20020826,120,102854,24.0,,Sjeng Schalken,0,193.0,NED,25.9630390144,25.0,1300.0,102856,,,Gustavo Kuerten,R,190.0,BRA,25.9575633128,46.0,760.0,6-3 7-6(6) 6-7(5) 7-6(4),5,4,194.0,4.0,4.0,159.0,119.0,85.0,22.0,23.0,10.0,13.0,15.0,6.0,145.0,75.0,64.0,27.0,22.0,2.0,6.0
2002-560,US Open,0,128,G,20020826,121,103720,1.0,,Lleyton Hewitt,0,180.0,AUS,21.5003422313,1.0,5205.0,101962,20.0,,Younes El Aynaoui,R,193.0,MAR,30.9541409993,20.0,1390.0,6-1 7-6(6) 4-6 6-2,5,5,157.0,8.0,9.0,119.0,61.0,47.0,32.0,18.0,5.0,7.0,16.0,4.0,133.0,91.0,60.0,18.0,19.0,9.0,15.0
2002-560,US Open,0,128,G,20020826,122,101736,6.0,,Andre Agassi,0,180.0,USA,32.3258042437,6.0,2425.0,103018,32.0,,Max Mirnyi,R,196.0,BLR,25.1389459274,34.0,1035.0,6-7(5) 6-3 7-5 6-3,5,5,171.0,8.0,5.0,128.0,82.0,63.0,27.0,21.0,0.0,2.0,19.0,7.0,145.0,93.0,63.0,25.0,21.0,11.0,17.0
2002-560,US Open,0,128,G,20020826,123,101948,17.0,,Pete Sampras,0,185.0,USA,31.0390143737,17.0,1560.0,104053,11.0,,Andy Roddick,R,188.0,USA,19.9890485969,11.0,1995.0,6-3 6-2 6-4,5,5,89.0,13.0,8.0,75.0,34.0,29.0,28.0,14.0,1.0,1.0,8.0,3.0,69.0,47.0,34.0,10.0,13.0,2.0,6.0
2002-560,US Open,0,128,G,20020826,124,102854,24.0,,Sjeng Schalken,0,193.0,NED,25.9630390144,25.0,1300.0,103602,28.0,,Fernando Gonzalez,R,183.0,CHI,22.0752908966,28.0,1095.0,6-7(5) 6-3 6-3 6-7(5) 7-6(2),5,5,220.0,12.0,2.0,176.0,125.0,94.0,30.0,27.0,6.0,7.0,12.0,12.0,171.0,89.0,66.0,44.0,27.0,8.0,12.0
2002-560,US Open,0,128,G,20020826,125,101736,6.0,,Andre Agassi,0,180.0,USA,32.3258042437,6.0,2425.0,103720,1.0,,Lleyton Hewitt,R,180.0,AUS,21.5003422313,1.0,5205.0,6-4 7-6(5) 6-7(1) 6-2,5,6,177.0,7.0,4.0,131.0,84.0,55.0,25.0,21.0,7.0,13.0,6.0,11.0,117.0,47.0,30.0,36.0,21.0,5.0,14.0
2002-560,US Open,0,128,G,20020826,126,101948,17.0,,Pete Sampras,0,185.0,USA,31.0390143737,17.0,1560.0,102854,24.0,,Sjeng Schalken,R,193.0,NED,25.9630390144,25.0,1300.0,7-6(6) 7-6(4) 6-2,5,6,141.0,22.0,12.0,106.0,76.0,63.0,15.0,16.0,4.0,4.0,5.0,1.0,114.0,75.0,54.0,18.0,16.0,4.0,6.0
2002-560,US Open,0,128,G,20020826,127,101948,17.0,,Pete Sampras,0,185.0,USA,31.0390143737,17.0,1560.0,101736,6.0,,Andre Agassi,R,180.0,USA,32.3258042437,6.0,2425.0,6-3 6-4 5-7 6-4,5,7,172.0,33.0,13.0,152.0,87.0,70.0,34.0,21.0,10.0,12.0,7.0,4.0,125.0,82.0,55.0,23.0,20.0,4.0,8.0
2002-441,Long Island,0,48,A,20020819,1,102887,,Q,Ramon Delgado,0,185.0,PAR,25.7604380561,138.0,291.0,102987,,,Andre Sa,R,185.0,BRA,25.28678987,56.0,681.0,7-5 4-6 6-3,3,2,132.0,8.0,1.0,98.0,65.0,40.0,21.0,16.0,2.0,5.0,9.0,1.0,98.0,51.0,34.0,24.0,15.0,11.0,15.0
2002-441,Long Island,0,48,A,20020819,2,102434,,,Vincent Spadea,0,183.0,USA,28.0848733744,70.0,575.0,102796,,Q,Magnus Norman,R,188.0,SWE,26.2203969884,216.0,160.0,6-4 6-3,3,2,82.0,4.0,7.0,53.0,22.0,20.0,17.0,9.0,1.0,2.0,2.0,1.0,66.0,46.0,30.0,8.0,10.0,3.0,7.0
2002-441,Long Island,0,48,A,20020819,3,103240,,Q,Kevin Kim,0,180.0,USA,24.0657084189,201.0,172.0,102880,,Q,Alexander Popp,R,201.0,GER,25.787816564,92.0,425.0,6-2 6-4,3,2,61.0,1.0,0.0,49.0,26.0,20.0,17.0,9.0,0.0,0.0,1.0,2.0,53.0,29.0,17.0,12.0,9.0,1.0,4.0
2002-441,Long Island,0,48,A,20020819,4,103581,,,Flavio Saretta,0,183.0,BRA,22.1409993155,73.0,556.0,103176,,,David Sanchez,R,183.0,ESP,24.3312799452,61.0,643.0,3-6 6-4 6-2,3,2,113.0,2.0,2.0,78.0,53.0,33.0,17.0,14.0,4.0,7.0,2.0,1.0,83.0,48.0,26.0,19.0,13.0,9.0,13.0
2002-441,Long Island,0,48,A,20020819,5,101990,,,Richard Krajicek,0,196.0,NED,30.7022587269,123.0,335.0,103103,,,Dominik Hrbaty,R,183.0,SVK,24.6214921287,52.0,732.0,6-1 6-2,3,2,65.0,14.0,9.0,53.0,20.0,20.0,15.0,8.0,2.0,2.0,1.0,7.0,49.0,23.0,14.0,9.0,7.0,4.0,8.0
2002-441,Long Island,0,48,A,20020819,6,102788,,,Jan Vacek,0,198.0,CZE,26.2751540041,66.0,601.0,102247,,,Andrea Gaudenzi,R,183.0,ITA,29.054072553,108.0,379.0,6-4 7-6(4),3,2,96.0,11.0,2.0,66.0,45.0,39.0,11.0,11.0,0.0,0.0,4.0,3.0,73.0,37.0,29.0,20.0,11.0,5.0,6.0
2002-441,Long Island,0,48,A,20020819,7,102539,,,Bohdan Ulihrach,0,188.0,CZE,27.485284052,78.0,495.0,103852,,Q,Feliciano Lopez,L,188.0,ESP,20.9117043121,76.0,516.0,6-3 6-2,3,2,73.0,1.0,1.0,58.0,38.0,23.0,13.0,9.0,2.0,3.0,8.0,3.0,62.0,34.0,23.0,10.0,8.0,6.0,10.0
2002-441,Long Island,0,48,A,20020819,8,103387,,,Paradorn Srichaphan,0,185.0,THA,23.1813826146,41.0,860.0,101897,,,Fernando Meligeni,L,180.0,BRA,31.3538672142,55.0,692.0,6-1 6-3,3,2,59.0,5.0,3.0,49.0,24.0,20.0,16.0,8.0,3.0,3.0,1.0,3.0,57.0,36.0,21.0,9.0,8.0,3.0,7.0
2002-441,Long Island,0,48,A,20020819,9,102437,,,Adrian Voinea,0,185.0,ROU,28.0355920602,63.0,619.0,101532,,LL,Francisco Clavet,L,183.0,ESP,33.8179329227,83.0,465.0,6-2 6-1,3,2,65.0,6.0,2.0,66.0,39.0,29.0,15.0,8.0,5.0,5.0,1.0,4.0,48.0,26.0,15.0,7.0,7.0,3.0,7.0
2002-441,Long Island,0,48,A,20020819,10,102722,,LL,Attila Savolt,0,183.0,HUN,26.5352498289,68.0,579.0,103080,,Q,Paul Hanley,R,183.0,AUS,24.7665982204,,,6-4 7-5,3,2,97.0,4.0,1.0,76.0,48.0,39.0,14.0,11.0,5.0,5.0,6.0,1.0,64.0,38.0,28.0,14.0,11.0,0.0,2.0
2002-441,Long Island,0,48,A,20020819,11,103252,,,Alberto Martin,0,175.0,ESP,23.9972621492,69.0,575.0,103656,,,Albert Montanes,R,175.0,ESP,21.7275838467,59.0,657.0,7-6(2) 6-2,3,2,75.0,1.0,2.0,54.0,34.0,29.0,14.0,10.0,0.0,1.0,4.0,5.0,64.0,34.0,23.0,16.0,10.0,4.0,7.0
2002-441,Long Island,0,48,A,20020819,12,103908,,,Paul Henri Mathieu,0,185.0,FRA,20.5995893224,85.0,460.0,103909,,WC,Guillermo Coria,R,175.0,ARG,20.5968514716,79.0,493.0,6-1 7-6(4),3,2,98.0,4.0,1.0,69.0,33.0,25.0,22.0,10.0,4.0,5.0,4.0,1.0,67.0,41.0,24.0,13.0,9.0,4.0,7.0
2002-441,Long Island,0,48,A,20020819,13,103319,,WC,Jeff Morrison,0,185.0,USA,23.537303217,105.0,386.0,102259,,,Jerome Golmard,L,188.0,FRA,28.9418206708,102.0,395.0,6-2 7-6(3),3,2,69.0,8.0,3.0,56.0,27.0,24.0,21.0,10.0,0.0,0.0,7.0,4.0,61.0,25.0,17.0,24.0,10.0,2.0,4.0
2002-441,Long Island,0,48,A,20020819,14,102998,,,Jan Michael Gambill,0,190.0,USA,25.2101300479,60.0,655.0,102369,,,Julien Boutter,R,190.0,FRA,28.372347707,54.0,715.0,7-5 6-4,3,2,100.0,12.0,2.0,61.0,32.0,28.0,18.0,11.0,3.0,4.0,10.0,9.0,70.0,32.0,27.0,16.0,11.0,3.0,6.0
2002-441,Long Island,0,48,A,20020819,15,103888,,WC,Mardy Fish,0,188.0,USA,20.6926762491,112.0,362.0,103694,,,Olivier Rochus,R,168.0,BEL,21.582477755,62.0,628.0,6-4 1-6 6-3,3,2,95.0,14.0,4.0,81.0,42.0,29.0,21.0,13.0,2.0,5.0,1.0,5.0,77.0,34.0,25.0,23.0,13.0,5.0,8.0
2002-441,Long Island,0,48,A,20020819,16,103454,,,Nicolas Massu,0,183.0,CHI,22.8583162218,65.0,605.0,103171,,LL,Raemon Sluiter,R,185.0,NED,24.3504449008,82.0,483.0,6-4 7-6(4),3,2,106.0,8.0,3.0,68.0,44.0,34.0,14.0,11.0,0.0,2.0,6.0,4.0,91.0,46.0,33.0,20.0,11.0,10.0,13.0
2002-441,Long Island,0,48,A,20020819,17,103163,1.0,,Tommy Haas,0,188.0,GER,24.3778234086,3.0,3030.0,102887,,Q,Ramon Delgado,R,185.0,PAR,25.7604380561,138.0,291.0,1-6 7-6(4) 6-4,3,3,111.0,14.0,5.0,84.0,46.0,39.0,14.0,14.0,1.0,5.0,4.0,3.0,99.0,60.0,44.0,18.0,15.0,6.0,9.0
2002-441,Long Island,0,48,A,20020819,18,102860,16.0,,Agustin Calleri,0,183.0,ARG,25.9274469541,45.0,764.0,102434,,,Vincent Spadea,R,183.0,USA,28.0848733744,70.0,575.0,6-2 6-3,3,3,61.0,4.0,4.0,44.0,26.0,21.0,12.0,8.0,1.0,1.0,5.0,9.0,61.0,35.0,26.0,7.0,9.0,4.0,8.0
2002-441,Long Island,0,48,A,20020819,19,103813,11.0,,Jarkko Nieminen,1,185.0,FIN,21.0732375086,34.0,1013.0,103240,,Q,Kevin Kim,R,180.0,USA,24.0657084189,201.0,172.0,4-6 6-3 6-1,3,3,85.0,1.0,3.0,70.0,50.0,36.0,10.0,13.0,1.0,4.0,5.0,3.0,81.0,53.0,29.0,11.0,13.0,6.0,12.0
2002-441,Long Island,0,48,A,20020819,20,103581,,,Flavio Saretta,0,183.0,BRA,22.1409993155,73.0,556.0,102783,6.0,,Rainer Schuettler,R,180.0,GER,26.3162217659,23.0,1320.0,6-3 6-2,3,3,77.0,0.0,2.0,67.0,41.0,27.0,15.0,8.0,8.0,9.0,3.0,6.0,59.0,31.0,17.0,11.0,9.0,3.0,8.0
2002-441,Long Island,0,48,A,20020819,21,101962,4.0,,Younes El Aynaoui,0,193.0,MAR,30.9349760438,20.0,1390.0,101990,,,Richard Krajicek,R,196.0,NED,30.7022587269,123.0,335.0,5-7 7-6(5) 6-4,3,3,134.0,8.0,5.0,117.0,79.0,60.0,22.0,17.0,6.0,7.0,19.0,7.0,96.0,51.0,46.0,29.0,17.0,1.0,2.0
2002-441,Long Island,0,48,A,20020819,22,103096,14.0,,Arnaud Clement,0,173.0,FRA,24.6707734428,43.0,835.0,102788,,,Jan Vacek,R,198.0,CZE,26.2751540041,66.0,601.0,6-2 6-3,3,3,63.0,0.0,1.0,49.0,24.0,20.0,17.0,9.0,3.0,3.0,5.0,2.0,48.0,31.0,20.0,6.0,8.0,1.0,4.0
2002-441,Long Island,0,48,A,20020819,23,102539,,,Bohdan Ulihrach,0,188.0,CZE,27.485284052,78.0,495.0,103151,10.0,,Mariano Zabaleta,R,183.0,ARG,24.4709103354,35.0,983.0,6-4 6-4,3,3,87.0,4.0,2.0,67.0,42.0,28.0,16.0,10.0,3.0,4.0,1.0,1.0,64.0,38.0,24.0,13.0,10.0,2.0,5.0
2002-441,Long Island,0,48,A,20020819,24,103387,,,Paradorn Srichaphan,0,185.0,THA,23.1813826146,41.0,860.0,102839,8.0,,Nicolas Lapentti,R,188.0,ECU,26.0150581793,27.0,1200.0,7-6(6) 7-5,3,3,119.0,7.0,3.0,82.0,41.0,30.0,23.0,12.0,5.0,7.0,3.0,2.0,86.0,53.0,38.0,14.0,12.0,2.0,5.0
2002-441,Long Island,0,48,A,20020819,25,102374,5.0,,Alex Corretja,0,180.0,ESP,28.3559206023,18.0,1415.0,102437,,,Adrian Voinea,R,185.0,ROU,28.0355920602,63.0,619.0,3-6 7-6(5) 6-4,3,3,124.0,1.0,5.0,92.0,46.0,35.0,31.0,15.0,4.0,5.0,17.0,6.0,101.0,58.0,45.0,23.0,16.0,3.0,4.0
2002-441,Long Island,0,48,A,20020819,26,102035,,,Jonas Bjorkman,0,183.0,SWE,30.4065708419,48.0,760.0,102722,,LL,Attila Savolt,R,183.0,HUN,26.5352498289,68.0,579.0,7-6(7) RET,3,3,58.0,4.0,4.0,37.0,18.0,12.0,9.0,6.0,0.0,3.0,1.0,1.0,49.0,29.0,16.0,10.0,6.0,3.0,6.0
2002-441,Long Island,0,48,A,20020819,27,103252,,,Alberto Martin,0,175.0,ESP,23.9972621492,69.0,575.0,102148,15.0,,Fabrice Santoro,R,178.0,FRA,29.6919917864,49.0,755.0,6-4 7-6(4),3,3,95.0,1.0,3.0,69.0,48.0,35.0,10.0,11.0,3.0,5.0,3.0,3.0,77.0,39.0,26.0,19.0,11.0,3.0,6.0
2002-441,Long Island,0,48,A,20020819,28,103908,,,Paul Henri Mathieu,0,185.0,FRA,20.5995893224,85.0,460.0,101948,3.0,,Pete Sampras,R,185.0,USA,31.0198494182,17.0,1675.0,6-3 6-7(7) 6-4,3,3,140.0,6.0,4.0,102.0,61.0,43.0,27.0,16.0,6.0,8.0,12.0,3.0,110.0,68.0,48.0,18.0,15.0,8.0,12.0
2002-441,Long Island,0,48,A,20020819,29,103428,7.0,,Juan Ignacio Chela,0,190.0,ARG,22.970568104,26.0,1225.0,103319,,WC,Jeff Morrison,R,185.0,USA,23.537303217,105.0,386.0,6-4 6-3,3,3,71.0,5.0,2.0,51.0,27.0,21.0,12.0,9.0,1.0,3.0,5.0,4.0,77.0,41.0,27.0,13.0,10.0,5.0,10.0
2002-441,Long Island,0,48,A,20020819,30,102998,,,Jan Michael Gambill,0,190.0,USA,25.2101300479,60.0,655.0,102905,12.0,,Stefan Koubek,L,175.0,AUT,25.6262833676,40.0,860.0,6-4 3-6 6-2,3,3,99.0,13.0,3.0,73.0,50.0,41.0,12.0,13.0,5.0,6.0,5.0,4.0,94.0,62.0,46.0,12.0,14.0,7.0,10.0
2002-441,Long Island,0,48,A,20020819,31,103888,,WC,Mardy Fish,0,188.0,USA,20.6926762491,112.0,362.0,103789,,LL,Irakli Labadze,L,188.0,GEO,21.1937029432,96.0,409.0,6-4 6-3,3,3,71.0,2.0,3.0,66.0,35.0,24.0,15.0,9.0,3.0,5.0,4.0,1.0,60.0,39.0,25.0,7.0,10.0,3.0,8.0
2002-441,Long Island,0,48,A,20020819,32,103454,,,Nicolas Massu,0,183.0,CHI,22.8583162218,65.0,605.0,103819,2.0,,Roger Federer,R,185.0,SUI,21.029431896,13.0,1925.0,6-7(5) 6-1 6-3,3,3,120.0,3.0,4.0,90.0,61.0,45.0,17.0,14.0,4.0,5.0,6.0,7.0,113.0,61.0,40.0,24.0,14.0,10.0,15.0
2002-441,Long Island,0,48,A,20020819,33,103163,1.0,,Tommy Haas,0,188.0,GER,24.3778234086,3.0,3030.0,102860,16.0,,Agustin Calleri,R,183.0,ARG,25.9274469541,45.0,764.0,4-6 6-2 6-1,3,4,94.0,5.0,4.0,79.0,42.0,35.0,19.0,13.0,1.0,2.0,8.0,5.0,66.0,42.0,31.0,9.0,12.0,2.0,6.0
2002-441,Long Island,0,48,A,20020819,34,103813,11.0,,Jarkko Nieminen,1,185.0,FIN,21.0732375086,34.0,1013.0,103581,,,Flavio Saretta,R,183.0,BRA,22.1409993155,73.0,556.0,2-6 6-3 6-4,3,4,93.0,3.0,5.0,75.0,47.0,32.0,13.0,14.0,2.0,6.0,11.0,3.0,84.0,50.0,32.0,18.0,13.0,6.0,10.0
2002-441,Long Island,0,48,A,20020819,35,101962,4.0,,Younes El Aynaoui,0,193.0,MAR,30.9349760438,20.0,1390.0,103096,14.0,,Arnaud Clement,R,173.0,FRA,24.6707734428,43.0,835.0,6-0 6-2,3,4,62.0,5.0,0.0,43.0,20.0,20.0,11.0,7.0,3.0,3.0,0.0,1.0,46.0,29.0,13.0,6.0,7.0,2.0,7.0
2002-441,Long Island,0,48,A,20020819,36,103387,,,Paradorn Srichaphan,0,185.0,THA,23.1813826146,41.0,860.0,102539,,,Bohdan Ulihrach,R,188.0,CZE,27.485284052,78.0,495.0,7-6 7-5,3,4,59.0,2.0,0.0,60.0,36.0,25.0,15.0,9.0,3.0,4.0,0.0,2.0,42.0,28.0,18.0,5.0,8.0,2.0,6.0
2002-441,Long Island,0,48,A,20020819,37,102374,5.0,,Alex Corretja,0,180.0,ESP,28.3559206023,18.0,1415.0,102035,,,Jonas Bjorkman,R,183.0,SWE,30.4065708419,48.0,760.0,5-7 6-4 6-3,3,4,160.0,7.0,8.0,104.0,62.0,41.0,14.0,16.0,3.0,9.0,5.0,5.0,122.0,64.0,37.0,25.0,15.0,18.0,25.0
2002-441,Long Island,0,48,A,20020819,38,103908,,,Paul Henri Mathieu,0,185.0,FRA,20.5995893224,85.0,460.0,103252,,,Alberto Martin,R,175.0,ESP,23.9972621492,69.0,575.0,2-6 6-3 7-6(3),3,4,149.0,5.0,5.0,110.0,61.0,43.0,26.0,15.0,7.0,10.0,1.0,5.0,86.0,55.0,41.0,17.0,14.0,4.0,6.0
2002-441,Long Island,0,48,A,20020819,39,103428,7.0,,Juan Ignacio Chela,0,190.0,ARG,22.970568104,26.0,1225.0,102998,,,Jan Michael Gambill,R,190.0,USA,25.2101300479,60.0,655.0,7-5 7-6(5),3,4,101.0,7.0,3.0,76.0,43.0,34.0,19.0,12.0,0.0,2.0,7.0,8.0,84.0,47.0,32.0,20.0,12.0,8.0,11.0
2002-441,Long Island,0,48,A,20020819,40,103888,,WC,Mardy Fish,0,188.0,USA,20.6926762491,112.0,362.0,103454,,,Nicolas Massu,R,183.0,CHI,22.8583162218,65.0,605.0,6-3 6-4,3,4,78.0,7.0,4.0,55.0,29.0,26.0,10.0,9.0,4.0,5.0,3.0,5.0,58.0,33.0,24.0,10.0,10.0,4.0,8.0
